endTime,artistName,trackName,msPlayed,spotify_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2023-08-10 18:15:00,Badshah,"Kar Gayi Chull (From ""Kapoor & Sons (Since 1921)"")",187710,3Q8yDujnXxwRiZ4p6VqY7b,0.827,0.737,11.0,-5.473,0.0,0.0764,0.0316,0.000322,0.211,0.873,121.99,187711.0,4.0
2023-08-10 18:18:00,Harrdy Sandhu,Bijlee Bijlee,168450,1iZLpuGMr4tn1F5bZu32Kb,0.795,0.67,1.0,-5.313,0.0,0.143,0.269,0.0,0.0733,0.643,100.004,168450.0,4.0
2023-08-10 18:23:00,Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",279677,6yvxu91deFKt3X1QoV6qMv,0.608,0.757,2.0,-6.945,1.0,0.164,0.259,0.00216,0.259,0.625,124.078,279677.0,4.0
2023-08-10 18:27:00,Labh Janjua,"London Thumakda (From ""Queen"")",230468,1VY2incfH4TLT9PCbot6lj,0.835,0.718,0.0,-6.614,1.0,0.0816,0.363,0.000919,0.0625,0.64,139.968,230468.0,4.0
2023-08-10 18:31:00,Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",214399,,,,,,,,,,,,,,
2023-08-10 18:45:00,Neeraj Shridhar,Tum Hi Ho Bandhu,203777,7H3mfOvtPNA8YDF3EdKy0L,0.715,0.89,11.0,-5.438,0.0,0.051,0.00111,0.000837,0.0297,0.891,134.994,283693.0,4.0
2023-08-11 03:23:00,Taylor Swift,I Did Something Bad,238253,4svZDCRz4cJoneBpjpx8DJ,0.696,0.602,0.0,-6.156,0.0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253.0,4.0
2023-08-11 04:51:00,Taylor Swift,Call It What You Want,111920,1GwMQaZz6Au3QLDbjbMdme,0.598,0.504,9.0,-9.874,1.0,0.0731,0.186,0.000221,0.34,0.252,163.954,203507.0,4.0
2023-08-11 10:24:00,Taylor Swift,Call It What You Want,92027,1GwMQaZz6Au3QLDbjbMdme,0.598,0.504,9.0,-9.874,1.0,0.0731,0.186,0.000221,0.34,0.252,163.954,203507.0,4.0
2023-08-11 10:28:00,Taylor Swift,Dress,230373,6oVxXO5oQ4pTpO8RSnkzvv,0.719,0.469,0.0,-8.792,1.0,0.0533,0.0329,0.0,0.169,0.0851,120.085,230373.0,4.0
2023-08-11 10:39:00,Taylor Swift,Look What You Made Me Do,53278,1P17dC1amhFzptugyAO7Il,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,4.0
2023-08-11 14:15:00,Taylor Swift,Look What You Made Me Do,159004,1P17dC1amhFzptugyAO7Il,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,4.0
2023-08-11 14:19:00,Taylor Swift,This Is Why We Can't Have Nice Things,207133,07NxDD1iKCHbAldceD7QLP,0.567,0.789,5.0,-5.986,1.0,0.115,0.0156,0.0,0.382,0.438,163.96,207133.0,4.0
2023-08-11 14:20:00,Taylor Swift,...Ready For It?,105428,2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,2.0,-6.509,1.0,0.136,0.0527,0.0,0.197,0.417,160.015,208187.0,4.0
2023-08-11 14:24:00,Taylor Swift,Gorgeous,209680,1ZY1PqizIl78geGM4xWlEA,0.8,0.535,7.0,-6.684,1.0,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680.0,4.0
2023-08-11 14:25:00,Taylor Swift,New Year’s Day,38923,7F5oktn5YOsR9eR5YsFtqb,0.661,0.151,0.0,-12.864,1.0,0.0354,0.921,0.0,0.13,0.23,94.922,235467.0,4.0
2023-08-11 15:09:00,Taylor Swift,So It Goes...,167218,5PxFv9yJEg9dxvbZggykro,0.574,0.61,2.0,-7.283,1.0,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907.0,4.0
2023-08-12 08:18:00,Taylor Swift,The Great War,240355,3UMrglJeju5yWyYIW6o99b,0.573,0.741,5.0,-8.987,1.0,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356.0,4.0
2023-08-12 08:21:00,Taylor Swift,Maroon,218270,3eX0NZfLtGzoLUxPNvRfqm,0.637,0.398,7.0,-8.294,1.0,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271.0,4.0
2023-08-12 08:26:00,Taylor Swift,ivy,260440,19CSr8rwW05VJL2F91KFNK,0.515,0.545,2.0,-9.277,1.0,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,260440.0,4.0
2023-08-12 08:31:00,Taylor Swift,Don’t Blame Me,236413,1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0,4.0
2023-08-12 08:42:00,Taylor Swift,the lakes - bonus track,35680,0eFQWVz0qIxDOvhLpZ40P7,0.313,0.258,2.0,-11.532,1.0,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,211813.0,4.0
2023-08-12 11:11:00,Taylor Swift,willow,214706,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,4.0
2023-08-12 11:15:00,Harry Styles,Falling,240133,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,4.0
2023-08-12 11:18:00,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,176440,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,176440.0,3.0
2023-08-12 11:26:00,Ruth B.,Dandelions,233720,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720.0,3.0
2023-08-12 11:31:00,Pritam,Kesariya,268164,4UMIv5jd9gK98a39BQRD9X,0.577,0.574,0.0,-6.525,1.0,0.0278,0.572,0.0,0.1,0.436,94.009,268165.0,4.0
2023-08-12 11:35:00,Julia Michaels,What A Time (feat. Niall Horan),173306,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861,173307.0,4.0
2023-08-12 11:38:00,One Direction,Steal My Girl,228133,2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133.0,4.0
2023-08-12 11:43:00,King,Tu Aake Dekhle,270000,5BKKKNwrebowaMoUdBaNby,0.72,0.681,11.0,-8.042,1.0,0.0941,0.375,0.0,0.17,0.13,95.949,270000.0,4.0
2023-08-12 11:46:00,AP Dhillon,Excuses,176232,29m79w9xPMH4YCD6r8JSmV,0.837,0.717,5.0,-7.749,0.0,0.0822,0.0842,0.0,0.149,0.494,94.984,176233.0,4.0
2023-08-12 11:48:00,Aditya A,Chaand Baaliyan,103264,0snQrp1VaY5Pj1YIHRJpRJ,0.729,0.396,0.0,-8.98,1.0,0.0359,0.796,0.0,0.104,0.886,97.281,103265.0,4.0
2023-08-12 11:51:00,Sharn,Mi Amor,203048,24MMjyA3NLqCsDJfsn51eg,0.637,0.703,4.0,-5.297,0.0,0.0789,0.53,4.23e-06,0.11,0.553,81.99,203049.0,4.0
2023-08-12 11:55:00,Olivia Rodrigo,drivers license,242013,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
2023-08-12 11:58:00,Melanie Martinez,Play Date,179867,4DpNNXFMMxQEKl7r0ykkWA,0.68,0.729,5.0,-5.077,1.0,0.0475,0.612,0.0,0.224,0.446,123.97,179867.0,4.0
2023-08-12 12:01:00,Duncan Laurence,Arcade,185146,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624.0,3.0
2023-08-12 12:04:00,Conan Gray,Heather,198040,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,198040.0,3.0
2023-08-12 12:08:00,Justin Bieber,Ghost,153190,6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190.0,4.0
2023-08-12 12:12:00,Glass Animals,Heat Waves,238805,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,4.0
2023-08-12 12:15:00,Clinton Kane,I GUESS I'M IN LOVE,204093,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094.0,4.0
2023-08-12 12:18:00,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),154486,5Odq8ohlgIbQKMZivbWkEo,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487.0,4.0
2023-08-12 12:21:00,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")",230292,2rOnSn2piaqLAlYjtfUBlY,0.72,0.63,10.0,-5.549,1.0,0.0413,0.615,0.0,0.108,0.512,81.009,230292.0,4.0
2023-08-12 12:25:00,Jasleen Royal,"Ranjha (From ""Shershaah"")",228855,72zHuDxFQTjbL51qJQSA7j,0.603,0.573,1.0,-5.843,1.0,0.0502,0.478,0.0,0.0971,0.236,82.941,228855.0,4.0
2023-08-12 12:41:00,Javed-Mohsin,"Kabhii Tumhhe (From ""Shershaah"")",175005,6R6BpMBFQrF7n2uEOxYmss,0.552,0.336,7.0,-7.466,0.0,0.0284,0.84,1.92e-06,0.12,0.394,96.869,230103.0,4.0
2023-08-13 17:52:00,Olivia Rodrigo,drivers license,59418,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
2023-08-13 17:56:00,Taylor Swift,august,261922,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923.0,4.0
2023-08-13 18:00:00,Ashe,Till Forever Falls Apart,222860,4x5YzxjrF9wvIIXJV7TveC,0.346,0.501,2.0,-6.939,1.0,0.0364,0.421,0.0,0.0657,0.299,99.855,222927.0,4.0
2023-08-13 18:04:00,Harry Styles,Falling,240133,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,4.0
2023-08-13 18:07:00,Julia Michaels,What A Time (feat. Niall Horan),173306,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861,173307.0,4.0
2023-08-13 18:10:00,Conan Gray,Heather,198040,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,198040.0,3.0
2023-08-13 18:14:00,Olivia Rodrigo,traitor,229226,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
2023-08-13 18:17:00,Clinton Kane,I GUESS I'M IN LOVE,204093,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094.0,4.0
2023-08-13 18:21:00,Harry Styles,Matilda,245964,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,2.0,-10.0,1.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,245964.0,4.0
2023-08-13 18:24:00,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,176440,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,176440.0,3.0
2023-08-13 18:28:00,Taylor Swift,willow,214706,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,4.0
2023-08-13 18:36:00,Alexander 23,IDK You Yet,184638,0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.308,1.0,-11.729,1.0,0.04,0.886,0.0774,0.124,0.198,76.997,184638.0,1.0
2023-08-13 18:39:00,Ashe,Moral of the Story (feat. Niall Horan),198515,5v6qYImm5k36GHlFxdEZyv,0.579,0.37,10.0,-8.9,1.0,0.0383,0.496,0.0,0.221,0.216,119.799,198515.0,4.0
2023-08-13 18:43:00,JP Saxe,If the World Was Ending (feat. Julia Michaels),208687,2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,208687.0,4.0
2023-08-13 18:46:00,Jeremy Zucker,this is how you fall in love,174586,1aEsTgCsv8nOjEgyEoRCpS,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,2.6e-05,0.126,0.269,77.971,174587.0,4.0
2023-08-13 18:50:00,Conan Gray,Astronomy,243907,2JN3ugW1cEahbYw0I5mw5U,0.474,0.343,4.0,-8.571,0.0,0.027,0.578,2.65e-05,0.305,0.152,145.115,243907.0,3.0
2023-08-13 18:54:00,Olivia Rodrigo,drivers license,242013,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
2023-08-13 18:57:00,Harry Styles,Little Freak,202183,3i058E8uxTsYqJ5NWZzqSj,0.559,0.535,3.0,-7.723,1.0,0.039,0.719,0.000143,0.0954,0.402,141.96,202183.0,4.0
2023-08-13 19:00:00,Lizzy McAlpine,ceilings,182887,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9.0,-11.762,1.0,0.0292,0.473,0.00194,0.215,0.261,148.005,182888.0,3.0
2023-08-13 19:04:00,Taylor Swift,This Love (Taylor’s Version),250100,5QVVjX0ZItqlVpEuVCM9Yg,0.474,0.511,1.0,-8.766,0.0,0.0339,0.299,0.0,0.0673,0.0586,144.022,250100.0,4.0
2023-08-13 19:08:00,Forest Blakk,If You Love Her,217351,727Z2S2mtNH46CbP9EWPwY,0.286,0.445,6.0,-8.087,1.0,0.0347,0.355,0.0,0.114,0.278,50.827,217352.0,4.0
2023-08-13 19:11:00,Bruno Major,Nothing,162797,1lORkxEMmsCZqhoxcmk3A3,0.555,0.27,2.0,-15.892,1.0,0.0888,0.931,0.544,0.103,0.271,139.681,162797.0,3.0
2023-08-13 19:14:00,Benson Boone,In The Stars,216410,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10.0,-6.031,1.0,0.0528,0.338,0.0,0.139,0.3,78.007,216410.0,3.0
2023-08-13 19:18:00,Selena Gomez,Lose You To Love Me,206458,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,4.0
2023-08-13 19:43:00,Sara Kays,Remember That Night?,49126,1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,7.0,-10.936,0.0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186.0,4.0
2023-08-15 08:29:00,Taylor Swift,Fearless (Taylor’s Version),241591,77sMIMlNaSURUAXq5coCxE,0.569,0.741,5.0,-4.963,1.0,0.0282,0.0122,0.0,0.333,0.43,100.118,241592.0,4.0
2023-08-15 08:34:00,Taylor Swift,Fifteen (Taylor’s Version),294419,2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,7.0,-4.61,1.0,0.0272,0.116,0.0,0.32,0.289,95.466,294419.0,4.0
2023-08-15 08:38:00,Taylor Swift,Love Story (Taylor’s Version),235766,3CeCwYWvdfXbZLXFhBrbnf,0.626,0.79,2.0,-4.302,1.0,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,235767.0,4.0
2023-08-15 08:42:00,Taylor Swift,Hey Stephen (Taylor’s Version),254254,550erGcdD9n6PnwxrvYqZT,0.788,0.571,6.0,-6.135,1.0,0.0296,0.106,0.0,0.0934,0.797,115.99,254255.0,4.0
2023-08-15 09:03:00,Taylor Swift,White Horse (Taylor’s Version),38367,5YL553x8sHderRBDlm3NM3,0.423,0.517,0.0,-7.377,1.0,0.0486,0.369,0.0,0.177,0.366,185.262,234516.0,4.0
2023-08-15 18:07:00,Ayushmann Khurrana,Pani Da Rang - Male Vocals,240786,4kaLkst9lT3sQ5Crgxs3ic,0.441,0.618,4.0,-8.511,0.0,0.0386,0.295,6.65e-05,0.105,0.454,98.031,240787.0,4.0
2023-08-15 18:11:00,Pritam,"Tum Kya Mile - Shreya' s Version (From ""Rocky Aur Rani Kii Prem Kahaani"")",237209,1XF1cPnzsbGYn2mjKUjnWa,0.442,0.573,0.0,-8.041,1.0,0.0318,0.945,0.0716,0.108,0.351,171.864,237209.0,4.0
2023-08-15 18:15:00,Pritam,"Shayad (Film Version) - From ""Love Aaj Kal""",245732,72s1xrc7E27aATdCMbFMC6,0.345,0.508,8.0,-7.595,1.0,0.0358,0.912,0.00138,0.101,0.287,135.21,245733.0,4.0
2023-08-15 18:19:00,Pritam,Phir Na Aisi Raat (Reprise),283132,19YSa5R1vV6BUFvczTERi4,0.465,0.465,3.0,-8.487,0.0,0.0314,0.692,0.0,0.179,0.255,134.75,283133.0,4.0
2023-08-15 18:23:00,Sachin-Jigar,Phir Aur Kya Chahiye - Asees Version,238200,7jETHbaPh8RFgScgbcrvJP,0.617,0.501,5.0,-10.296,1.0,0.0595,0.564,1.59e-05,0.0883,0.246,100.064,238200.0,4.0
2023-08-15 18:29:00,Kailash Kher,Tu Jaane Na - Unplugged Version,343160,2dEfpsiyIttecwUxkGH2yD,0.655,0.325,9.0,-5.529,1.0,0.0302,0.833,0.0,0.11,0.614,119.886,343160.0,4.0
2023-08-15 18:32:00,Pritam,Channa Mereya - Unplugged,165333,0xHvmWCpz9Pnn1sDvRehAs,0.537,0.251,0.0,-9.533,1.0,0.0276,0.899,5.76e-05,0.0857,0.288,89.916,165333.0,4.0
2023-08-15 18:36:00,Pritam,Kabira,223459,4bD9z9qa4qg9BhryvYWB7c,0.59,0.555,2.0,-6.861,1.0,0.0271,0.481,0.0,0.192,0.191,84.027,223460.0,4.0
2023-08-15 18:39:00,Vishal-Shekhar,Bin Tere - Reprise,220146,7zG4akZAie70mOCMmtoacS,0.452,0.249,0.0,-10.163,1.0,0.0299,0.876,2.3e-05,0.115,0.419,149.599,220147.0,4.0
2023-08-15 18:44:00,Amit Trivedi,Sham,284626,5Q58RkKyUafm15Syxg79DW,0.722,0.288,4.0,-10.767,1.0,0.0444,0.827,1.06e-05,0.12,0.502,119.899,284627.0,4.0
2023-08-15 18:48:00,Jawad Ahmad,"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]",215611,3TrdGeV5bEpHezExHlsguD,0.643,0.256,10.0,-9.758,1.0,0.0252,0.729,1.02e-06,0.0994,0.444,94.999,215611.0,4.0
2023-08-15 18:51:00,Rahul Jain,Saanjha - Unplugged,197967,5qXXxsY0eLQikM6KEp91P7,0.382,0.302,6.0,-10.035,0.0,0.0303,0.944,1.79e-05,0.166,0.394,85.584,197968.0,4.0
2023-08-15 18:52:00,Pritam,Meri Tum Ho (Unplugged),40933,1BVlbuPTabrUN73h7LgyaY,0.575,0.306,11.0,-10.536,1.0,0.0476,0.885,0.0,0.109,0.338,82.011,213833.0,4.0
2023-08-15 18:56:00,Pritam,Shayad - Reprise,245735,2L2YNB3YIletW4fUtwphDv,0.432,0.535,8.0,-7.34,1.0,0.032,0.904,0.000641,0.102,0.322,135.849,245735.0,4.0
2023-08-15 18:59:00,Sachet Tandon,Mere Sohneya,193355,2IoZMG3RqiTmsy7Li3zGFg,0.376,0.643,9.0,-5.713,1.0,0.0411,0.558,0.0,0.217,0.646,136.224,193356.0,5.0
2023-08-15 19:03:00,Vishal-Shekhar,Dil Diyan Gallan (Unplugged),243647,1As58Rpu8oZtLDAeVFHVyq,0.773,0.294,6.0,-10.77,1.0,0.0312,0.849,0.0,0.119,0.49,99.94,243647.0,4.0
2023-08-15 19:08:00,Pritam,Saawali Si Raat,308253,4I5Xcdu5Hnki1aP0Uxbs4n,0.485,0.291,9.0,-15.485,1.0,0.04,0.616,0.000345,0.238,0.195,139.859,308253.0,3.0
2023-08-16 03:34:00,Jasleen Royal,Ranjha - Reprise,178858,4tQeEHoii36QEGOEacAybz,0.565,0.291,1.0,-15.968,1.0,0.044,0.506,0.0045,0.121,0.195,83.017,224458.0,4.0
2023-08-20 05:47:00,Pritam,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",213611,4QyX8CBSjcoq4iMZuvifyF,0.821,0.823,2.0,-5.455,1.0,0.1,0.235,0.0,0.207,0.479,107.953,213611.0,4.0
2023-08-20 05:51:00,King,Maan Meri Jaan,194653,1418IuVKQPTYqt7QNJ9RXN,0.698,0.505,6.0,-8.242,0.0,0.0356,0.354,0.0,0.0995,0.396,95.868,194654.0,4.0
2023-08-20 05:54:00,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",222694,0CtZpaOhtzvLV3FfcsVpQo,0.773,0.795,8.0,-5.537,0.0,0.0412,0.0587,0.00237,0.154,0.649,115.997,258474.0,4.0
2023-08-21 17:44:00,AP Dhillon,With You,154554,0xIuPDzJSnJywALez8dwKR,0.78,0.744,2.0,-4.773,1.0,0.0298,0.161,0.0011,0.201,0.925,116.978,154554.0,4.0
2023-08-21 17:47:00,Riar Saab,Obsessed,190444,6Z4rRhYZVQsYKmrxD40tru,0.798,0.74,5.0,-4.099,0.0,0.0861,0.616,0.0,0.084,0.851,134.932,190444.0,4.0
2023-08-21 17:49:00,Talwiinder,Khayaal,162018,4D8eFUu6Hvulrq6CGqGaLR,0.626,0.593,5.0,-5.234,0.0,0.241,0.312,2.38e-06,0.171,0.421,66.682,162019.0,5.0
2023-08-21 17:52:00,Shubh,Her,154080,6biqkuWq069vByAEeGxZlr,0.676,0.447,11.0,-8.827,0.0,0.0942,0.201,0.0,0.135,0.567,84.715,154080.0,4.0
2023-08-21 17:55:00,Kaushal Shekhawat,Her - Slowed+Reverb,171572,,,,,,,,,,,,,,
2023-08-21 17:58:00,Guru Randhawa,Moon Rise,174056,3oWv5qDKYN7MH6FdlglMN5,0.756,0.713,3.0,-6.91,0.0,0.122,0.365,0.000153,0.228,0.597,92.039,174057.0,4.0
2023-08-21 18:01:00,King,Maan Meri Jaan,194653,1418IuVKQPTYqt7QNJ9RXN,0.698,0.505,6.0,-8.242,0.0,0.0356,0.354,0.0,0.0995,0.396,95.868,194654.0,4.0
2023-08-21 18:04:00,Vylom,Saiyaan Dil Main,199384,4CYlPUBWINCcJHvEp6bRac,0.462,0.311,2.0,-14.422,1.0,0.0295,0.0782,1.85e-05,0.337,0.145,82.055,199385.0,4.0
2023-08-21 18:07:00,Kabir,Fireflies,185352,7jQk3lyzkGBmtvJPEdMuXU,0.692,0.722,10.0,-6.514,0.0,0.37,0.0332,4.6e-06,0.108,0.546,167.989,185352.0,4.0
2023-08-21 18:11:00,Sharn,Mi Amor,203048,24MMjyA3NLqCsDJfsn51eg,0.637,0.703,4.0,-5.297,0.0,0.0789,0.53,4.23e-06,0.11,0.553,81.99,203049.0,4.0
2023-08-21 18:14:00,Kunwarr,Addiction,163743,7ezpJeI9SGZIFKUuVtCG54,0.537,0.405,1.0,-11.822,1.0,0.0821,0.385,0.000373,0.187,0.323,144.769,163744.0,4.0
2023-08-21 18:17:00,Tej Gill,Rooh,208577,1QbftLk2fmvtjmQ6DTvbAB,0.584,0.787,1.0,-4.247,0.0,0.0308,0.0986,0.0,0.0706,0.481,90.072,208577.0,4.0
2023-08-21 18:20:00,Jass Manak,"Rabb Wangu - From ""Sikander 2""",195708,7cAfNfju2HEtHztVMQShtl,0.635,0.579,7.0,-5.627,1.0,0.0324,0.319,0.0,0.251,0.607,91.966,195709.0,4.0
2023-08-21 18:24:00,Sidhu Moose Wala,Aj Kal Ve,203720,0TYsZbl0ryJSUvyQeeLBRG,0.761,0.532,0.0,-10.179,0.0,0.0735,0.739,2.33e-06,0.306,0.932,80.004,203720.0,4.0
2023-08-21 18:27:00,Guri,Nira Ishq,181514,0Id2IzhR3w50aP2PHfMUE3,0.703,0.609,11.0,-7.3,0.0,0.0444,0.111,0.0,0.0515,0.696,89.929,181515.0,4.0
2023-08-21 18:28:00,AP Dhillon,Wo Noor,78478,32FVH23yFXr8Z0sfjRw4It,0.761,0.554,1.0,-8.119,0.0,0.0854,0.193,0.00844,0.0802,0.555,92.52,199420.0,4.0
2023-08-21 18:34:00,Pav Dharia,Zindagi Haseen,329992,52cTcxCrOaQZAs0rj4Vc0D,0.678,0.388,2.0,-10.415,0.0,0.029,0.117,0.0,0.0805,0.338,99.846,302400.0,4.0
2023-08-21 18:37:00,Jass Manak,Tera Mera Viah,197142,1XWCqa4qi714D7THtTk4Xk,0.793,0.719,11.0,-3.698,0.0,0.125,0.352,0.0,0.574,0.435,83.925,197143.0,4.0
